statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;102727;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;3067;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;97081;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;182;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;975;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;6290;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;17915;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;182;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;111118;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;69184;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;350807;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;43069;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;16638;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;212;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;1221568;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;1182479;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;1503;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;373;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);18732;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;268;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;439;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;278270;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;3102;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;95;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;58876;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;336;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);44292;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);140;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;4010;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;275;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);4554;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;1031689;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;1217;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;1778;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;67;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;32180;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;568746;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);36885;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;42212;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;241;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;333215;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;12202;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;107522;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;1249;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);224193;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;1807108;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;6698;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;425;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;304310;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;77158;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);6723;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);5809;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;6652;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;165;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;5002;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;3558;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;581;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;264702;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;240014;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;249414;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;2824;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;28473;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;55637;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;99987;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;179449;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;60298;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;3356;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;19066;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;2894022;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;3415;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);9984;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;5310;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;228198;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;742083;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;62;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;204091;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);12810;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;39325;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);168937;Anzahl;PRS018;Personen;e
